order_id,order_date,month,quarter,day_of_week,customer_id,gender,age_group,city,region,channel,payment_method,category,quantity,unit_price,gross_value,discount_pct,discount_amount,net_value,shipping_fee,free_shipping,total_paid,delivery_days,returned,rating,campaign,profit
DH2023003457,2023-01-31,1,Q1,Tuesday,KH03922,Nữ,18-24,Cần Thơ,Miền Nam,Web,Ví điện tử,Điện tử,1,2396924,2396924,0.0,0,2396924,0,True,2396924,2,False,5,,287630
DH2023005468,2023-01-31,1,Q1,Tuesday,KH03464,Nam,55+,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Nhà cửa & Bếp,2,908072,1816144,0.05,90807,1725337,0,True,1725337,2,False,3,,603867
DH2023003878,2023-01-31,1,Q1,Tuesday,KH03368,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Thẻ ngân hàng,Nhà cửa & Bếp,1,564835,564835,0.0,0,564835,0,True,564835,2,False,5,,197692
DH2023003755,2023-01-31,1,Q1,Tuesday,KH02718,Nam,18-24,Đà Nẵng,Miền Trung,App,Ví điện tử,Điện tử,2,3302360,6604720,0.0,0,6604720,0,True,6604720,3,False,5,,792566
DH2023000081,2023-01-31,1,Q1,Tuesday,KH05172,Nữ,18-24,Hồ Chí Minh,Miền Nam,Web,Ví điện tử,Điện tử,2,702736,1405472,0.0,0,1405472,0,True,1405472,2,False,5,,168656
DH2023007024,2023-01-31,1,Q1,Tuesday,KH02748,Nữ,25-34,Vũng Tàu,Miền Nam,App,Ví điện tử,Thời trang,1,332880,332880,0.0,0,332880,15000,False,347880,3,True,2,,-83220
DH2023001231,2023-01-31,1,Q1,Tuesday,KH02878,Nữ,35-44,Hà Nội,Miền Bắc,App,Ví điện tử,Thể thao,1,150420,150420,0.0,0,150420,30000,False,180420,2,False,5,,27159
DH2023005418,2023-01-31,1,Q1,Tuesday,KH03442,Nam,25-34,Hồ Chí Minh,Miền Nam,App,COD,Làm đẹp & Sức khỏe,1,180542,180542,0.0,0,180542,20000,False,200542,2,False,5,,66660
DH2023002695,2023-02-01,2,Q1,Wednesday,KH05164,Nữ,55+,Bình Dương,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,2,263738,527476,0.0,0,527476,0,True,527476,2,False,5,,253188
DH2023004658,2023-02-01,2,Q1,Wednesday,KH01692,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Trả góp,Nhà cửa & Bếp,1,452299,452299,0.0,0,452299,15000,False,467299,2,True,2,,-113074
DH2023005851,2023-02-01,2,Q1,Wednesday,KH01407,Nữ,45-54,Bình Dương,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,1,288555,288555,0.0,0,288555,15000,False,303555,4,False,3,,123506
DH2023004992,2023-02-01,2,Q1,Wednesday,KH01420,Nữ,25-34,Huế,Miền Trung,Web,QR Code,Nhà cửa & Bếp,2,713977,1427954,0.0,0,1427954,0,True,1427954,4,False,4,,499783
DH2023001447,2023-02-01,2,Q1,Wednesday,KH02600,Nữ,45-54,Hồ Chí Minh,Miền Nam,App,Thẻ ngân hàng,Nhà cửa & Bếp,1,742264,742264,0.05,37113,705151,0,True,705151,2,False,5,,246802
DH2023006436,2023-02-01,2,Q1,Wednesday,KH03043,Nữ,25-34,Hà Nội,Miền Bắc,App,Ví điện tử,Thời trang,1,400558,400558,0.0,0,400558,20000,False,420558,1,True,3,,-100139
DH2023006251,2023-02-01,2,Q1,Wednesday,KH04714,Nam,18-24,Đà Nẵng,Miền Trung,Web,Trả góp,Nhà cửa & Bếp,2,641355,1282710,0.0,0,1282710,0,True,1282710,3,False,4,,448948
DH2023003025,2023-02-01,2,Q1,Wednesday,KH01939,Nam,18-24,Hà Nội,Miền Bắc,App,Trả góp,Điện tử,2,1915599,3831198,0.0,0,3831198,0,True,3831198,2,False,5,,459743
DH2023004116,2023-02-01,2,Q1,Wednesday,KH00421,Nam,18-24,Cần Thơ,Miền Nam,Zalo Shop,Ví điện tử,Thực phẩm,3,176159,528477,0.05,26423,502054,0,True,502054,2,False,5,,125513
DH2023004514,2023-02-01,2,Q1,Wednesday,KH00179,Nam,45-54,Vũng Tàu,Miền Nam,App,Ví điện tử,Sách & Văn phòng,1,84823,84823,0.0,0,84823,15000,False,99823,3,False,5,,10446
DH2023001802,2023-02-01,2,Q1,Wednesday,KH00671,Nam,35-44,Đà Nẵng,Miền Trung,App,Thẻ ngân hàng,Điện tử,1,2483881,2483881,0.0,0,2483881,0,True,2483881,4,False,4,,298065
DH2023006528,2023-02-01,2,Q1,Wednesday,KH04430,Nữ,25-34,Hà Nội,Miền Bắc,Web,COD,Thực phẩm,1,203644,203644,0.0,0,203644,30000,False,233644,2,False,5,,20911
DH2023002027,2023-02-01,2,Q1,Wednesday,KH04558,Nữ,45-54,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Thực phẩm,2,201988,403976,0.0,0,403976,20000,False,423976,2,False,3,,80994
DH2023007195,2023-02-01,2,Q1,Wednesday,KH04706,Nam,25-34,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Thể thao,1,422026,422026,0.0,0,422026,20000,False,442026,3,False,5,,140369
DH2023000332,2023-02-01,2,Q1,Wednesday,KH03332,Nữ,25-34,Bình Dương,Miền Nam,App,Ví điện tử,Sách & Văn phòng,1,134407,134407,0.0,0,134407,15000,False,149407,4,False,5,,25322
DH2023003982,2023-02-01,2,Q1,Wednesday,KH03889,Nam,35-44,Bình Dương,Miền Nam,App,Trả góp,Thời trang,1,452451,452451,0.0,0,452451,25000,False,477451,1,False,5,,165029
DH2023003293,2023-02-01,2,Q1,Wednesday,KH00698,Nam,18-24,Hà Nội,Miền Bắc,App,QR Code,Đồ chơi & Trẻ em,2,239000,478000,0.0,0,478000,25000,False,503000,2,False,4,,166200
DH2023000291,2023-02-01,2,Q1,Wednesday,KH00231,Nữ,45-54,Hà Nội,Miền Bắc,App,Ví điện tử,Thực phẩm,1,112359,112359,0.0,0,112359,30000,False,142359,2,True,1,,-28089
DH2023007996,2023-02-01,2,Q1,Wednesday,KH04964,Nam,25-34,Hồ Chí Minh,Miền Nam,Zalo Shop,COD,Sách & Văn phòng,2,48655,97310,0.1,9731,87579,20000,False,107579,2,False,4,,6273
DH2023003314,2023-02-01,2,Q1,Wednesday,KH04515,Nữ,25-34,Hà Nội,Miền Bắc,Web,Ví điện tử,Nhà cửa & Bếp,1,501976,501976,0.1,50197,451779,25000,False,476779,3,False,4,,133122
DH2023002875,2023-02-01,2,Q1,Wednesday,KH05157,Nam,25-34,Hà Nội,Miền Bắc,App,COD,Điện tử,1,2239669,2239669,0.1,223966,2015703,0,True,2015703,2,False,5,,241884
DH2023007315,2023-02-02,2,Q1,Thursday,KH01916,Nam,25-34,Hồ Chí Minh,Miền Nam,App,COD,Sách & Văn phòng,1,99695,99695,0.0,0,99695,15000,False,114695,3,False,5,,14908
DH2023007377,2023-02-02,2,Q1,Thursday,KH01566,Nam,18-24,Hồ Chí Minh,Miền Nam,App,COD,Điện tử,3,2746592,8239776,0.0,0,8239776,0,True,8239776,2,False,5,,988773
DH2023004494,2023-02-02,2,Q1,Thursday,KH00364,Nam,25-34,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Điện tử,1,2486145,2486145,0.0,0,2486145,0,True,2486145,3,False,5,,298337
DH2023004498,2023-02-02,2,Q1,Thursday,KH04629,Nam,18-24,Hà Nội,Miền Bắc,Zalo Shop,Ví điện tử,Thời trang,1,481311,481311,0.0,0,481311,20000,False,501311,2,False,5,,182150
DH2023003728,2023-02-02,2,Q1,Thursday,KH03606,Nữ,25-34,Biên Hòa,Miền Nam,App,Thẻ ngân hàng,Sách & Văn phòng,1,78842,78842,0.0,0,78842,15000,False,93842,1,False,5,,8652
DH2023003428,2023-02-02,2,Q1,Thursday,KH02708,Nữ,25-34,Huế,Miền Trung,Web,Ví điện tử,Thời trang,1,373669,373669,0.0,0,373669,35000,False,408669,3,True,3,,-93417
DH2023006551,2023-02-02,2,Q1,Thursday,KH00317,Nam,25-34,Biên Hòa,Miền Nam,Zalo Shop,COD,Thể thao,1,583876,583876,0.0,0,583876,0,True,583876,3,False,5,,221872
DH2023001942,2023-02-02,2,Q1,Thursday,KH01289,Nữ,35-44,Hải Phòng,Miền Bắc,Web,Ví điện tử,Điện tử,1,1113896,1113896,0.0,0,1113896,0,True,1113896,4,False,5,,133667
DH2023002943,2023-02-02,2,Q1,Thursday,KH00686,Nam,35-44,Hải Phòng,Miền Bắc,App,QR Code,Thời trang,1,299768,299768,0.05,14988,284780,20000,False,304780,3,False,5,,99607
DH2023007208,2023-02-02,2,Q1,Thursday,KH02322,Nữ,18-24,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Đồ chơi & Trẻ em,1,195287,195287,0.0,0,195287,30000,False,225287,2,False,5,,48114
DH2023003525,2023-02-02,2,Q1,Thursday,KH05142,Nữ,25-34,Hà Nội,Miền Bắc,App,Trả góp,Thời trang,1,242369,242369,0.0,0,242369,25000,False,267369,2,False,5,,76794
DH2023000100,2023-02-02,2,Q1,Thursday,KH02301,Nữ,35-44,Hà Nội,Miền Bắc,App,Trả góp,Thực phẩm,2,76961,153922,0.0,0,153922,30000,False,183922,2,False,5,,8480
DH2023007830,2023-02-02,2,Q1,Thursday,KH02893,Nữ,35-44,Hồ Chí Minh,Miền Nam,App,COD,Nhà cửa & Bếp,2,540162,1080324,0.1,108032,972292,0,True,972292,2,False,5,,340302
DH2023000381,2023-02-02,2,Q1,Thursday,KH03796,Nam,25-34,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Nhà cửa & Bếp,2,603673,1207346,0.0,0,1207346,0,True,1207346,2,False,4,,422571
DH2023007855,2023-02-02,2,Q1,Thursday,KH01978,Nữ,35-44,Hồ Chí Minh,Miền Nam,Web,COD,Nhà cửa & Bếp,1,916815,916815,0.05,45840,870975,0,True,870975,1,False,5,,304841
DH2023007860,2023-02-02,2,Q1,Thursday,KH00157,Nữ,18-24,Hồ Chí Minh,Miền Nam,App,COD,Thực phẩm,1,122049,122049,0.1,12204,109845,20000,False,129845,2,False,5,,7461
DH2023004218,2023-02-02,2,Q1,Thursday,KH02394,Nữ,45-54,Hồ Chí Minh,Miền Nam,App,COD,Sách & Văn phòng,1,134184,134184,0.0,0,134184,15000,False,149184,2,False,4,,25255
DH2023006849,2023-02-02,2,Q1,Thursday,KH02600,Nam,35-44,Đà Nẵng,Miền Trung,App,COD,Làm đẹp & Sức khỏe,2,226542,453084,0.0,0,453084,35000,False,488084,3,False,3,,182480
DH2023005534,2023-02-02,2,Q1,Thursday,KH04850,Nam,45-54,Hà Nội,Miền Bắc,App,Trả góp,Làm đẹp & Sức khỏe,1,207355,207355,0.0,0,207355,20000,False,227355,2,False,5,,79530
DH2023007490,2023-02-02,2,Q1,Thursday,KH03952,Nữ,18-24,Hà Nội,Miền Bắc,Web,Trả góp,Điện tử,1,3072583,3072583,0.0,0,3072583,0,True,3072583,1,False,5,,368709
DH2023003040,2023-02-02,2,Q1,Thursday,KH02188,Nữ,25-34,Hồ Chí Minh,Miền Nam,Web,COD,Nhà cửa & Bếp,2,275028,550056,0.0,0,550056,0,True,550056,2,False,5,,192519
DH2023006988,2023-02-02,2,Q1,Thursday,KH02480,Nữ,18-24,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Thời trang,1,421438,421438,0.1,42143,379295,15000,False,394295,2,False,5,,144303
DH2023006836,2023-02-02,2,Q1,Thursday,KH04096,Nam,25-34,Hà Nội,Miền Bắc,Shopee Link,Thẻ ngân hàng,Nhà cửa & Bếp,1,143961,143961,0.0,0,143961,20000,False,163961,2,False,4,,30386
DH2023001901,2023-02-03,2,Q1,Friday,KH04767,Nam,35-44,Hà Nội,Miền Bắc,App,Ví điện tử,Làm đẹp & Sức khỏe,1,139486,139486,0.0,0,139486,20000,False,159486,3,False,5,,46953
DH2023004107,2023-02-03,2,Q1,Friday,KH00242,Nam,18-24,Hồ Chí Minh,Miền Nam,App,COD,Thể thao,1,381740,381740,0.05,19087,362653,15000,False,377653,3,True,1,,-90663
DH2023000487,2023-02-03,2,Q1,Friday,KH01442,Nam,25-34,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Thời trang,1,529635,529635,0.0,0,529635,0,True,529635,1,False,4,,222446
DH2023000576,2023-02-03,2,Q1,Friday,KH04836,Nữ,55+,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Nhà cửa & Bếp,1,988205,988205,0.0,0,988205,0,True,988205,2,False,3,,345871
DH2023006132,2023-02-03,2,Q1,Friday,KH04584,Nữ,45-54,Hồ Chí Minh,Miền Nam,App,COD,Làm đẹp & Sức khỏe,1,359859,359859,0.0,0,359859,20000,False,379859,2,False,5,,152732
DH2023007041,2023-02-03,2,Q1,Friday,KH00472,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,QR Code,Sách & Văn phòng,1,129189,129189,0.0,0,129189,15000,False,144189,3,False,5,,23756
DH2023001367,2023-02-03,2,Q1,Friday,KH04135,Nam,25-34,Vũng Tàu,Miền Nam,App,Thẻ ngân hàng,Nhà cửa & Bếp,1,786245,786245,0.0,0,786245,0,True,786245,3,False,5,,275185
DH2023004172,2023-02-03,2,Q1,Friday,KH02051,Nam,45-54,Hồ Chí Minh,Miền Nam,App,Thẻ ngân hàng,Thời trang,2,358361,716722,0.0,0,716722,0,True,716722,2,False,3,,301023
DH2023007133,2023-02-03,2,Q1,Friday,KH02161,Nữ,18-24,Đà Nẵng,Miền Trung,App,COD,Thực phẩm,2,182426,364852,0.0,0,364852,35000,False,399852,2,False,5,,56213
DH2023001809,2023-02-03,2,Q1,Friday,KH02305,Nữ,25-34,Biên Hòa,Miền Nam,Web,Ví điện tử,Nhà cửa & Bếp,1,690631,690631,0.05,34531,656100,0,True,656100,3,False,4,,229634
DH2023004791,2023-02-03,2,Q1,Friday,KH02220,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,1,287380,287380,0.0,0,287380,15000,False,302380,2,True,1,,-71845
DH2023006077,2023-02-03,2,Q1,Friday,KH02731,Nam,35-44,Hà Nội,Miền Bắc,App,Ví điện tử,Điện tử,1,2016324,2016324,0.05,100816,1915508,0,True,1915508,2,False,3,,229860
DH2023002818,2023-02-03,2,Q1,Friday,KH02362,Nam,35-44,Huế,Miền Trung,App,COD,Đồ chơi & Trẻ em,1,270525,270525,0.0,0,270525,25000,False,295525,6,False,5,,83210
DH2023007945,2023-02-03,2,Q1,Friday,KH00203,Nữ,35-44,Hà Nội,Miền Bắc,App,Trả góp,Sách & Văn phòng,1,127706,127706,0.15,19155,108551,25000,False,133551,2,False,5,,7565
DH2023000686,2023-02-03,2,Q1,Friday,KH00173,Nữ,18-24,Hồ Chí Minh,Miền Nam,Web,Ví điện tử,Thể thao,1,300990,300990,0.0,0,300990,20000,False,320990,1,False,5,,94376
DH2023006479,2023-02-03,2,Q1,Friday,KH03200,Nam,18-24,Đà Nẵng,Miền Trung,App,COD,Nhà cửa & Bếp,1,544716,544716,0.05,27235,517481,0,True,517481,3,False,5,,181118
DH2023007778,2023-02-03,2,Q1,Friday,KH01030,Nam,55+,Huế,Miền Trung,App,Thẻ ngân hàng,Điện tử,1,516540,516540,0.0,0,516540,0,True,516540,2,False,5,,61984
DH2023005646,2023-02-03,2,Q1,Friday,KH04094,Nam,18-24,Huế,Miền Trung,App,QR Code,Điện tử,1,2295202,2295202,0.0,0,2295202,0,True,2295202,3,False,5,,275424
DH2023007962,2023-02-03,2,Q1,Friday,KH05088,Nam,35-44,Đà Nẵng,Miền Trung,App,QR Code,Điện tử,1,3292068,3292068,0.1,329206,2962862,0,True,2962862,3,False,3,,355543
DH2023007600,2023-02-03,2,Q1,Friday,KH04980,Nữ,18-24,Hà Nội,Miền Bắc,App,COD,Thời trang,2,349922,699844,0.15,104976,594868,0,True,594868,2,False,4,,249844
DH2023007651,2023-02-03,2,Q1,Friday,KH04422,Nam,25-34,Hà Nội,Miền Bắc,Web,Ví điện tử,Điện tử,1,1936042,1936042,0.0,0,1936042,0,True,1936042,2,False,5,,232325
DH2023005801,2023-02-03,2,Q1,Friday,KH04461,Nam,35-44,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Sách & Văn phòng,2,150019,300038,0.0,0,300038,15000,False,315038,3,False,4,,75011
DH2023007763,2023-02-03,2,Q1,Friday,KH05149,Nữ,25-34,Huế,Miền Trung,App,Ví điện tử,Nhà cửa & Bếp,1,607649,607649,0.0,0,607649,0,True,607649,4,False,5,,212677
DH2023007886,2023-02-03,2,Q1,Friday,KH03393,Nam,18-24,Hà Nội,Miền Bắc,App,COD,Làm đẹp & Sức khỏe,1,255675,255675,0.1,25567,230108,25000,False,255108,2,False,5,,85451
DH2023000964,2023-02-03,2,Q1,Friday,KH00707,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,COD,Thể thao,2,632884,1265768,0.0,0,1265768,0,True,1265768,2,False,5,,480991
DH2023002015,2023-02-03,2,Q1,Friday,KH03361,Nam,55+,Huế,Miền Trung,App,QR Code,Điện tử,1,2510294,2510294,0.1,251029,2259265,0,True,2259265,3,False,5,,271111
DH2023002834,2023-02-04,2,Q1,Saturday,KH04121,Nữ,18-24,Hồ Chí Minh,Miền Nam,Facebook,QR Code,Điện tử,1,2057954,2057954,0.0,0,2057954,0,True,2057954,2,False,5,,246954
DH2023001137,2023-02-04,2,Q1,Saturday,KH02363,Nam,25-34,Nha Trang,Miền Trung,Web,Ví điện tử,Điện tử,2,2696147,5392294,0.05,269614,5122680,0,True,5122680,6,False,5,,614721
DH2023004355,2023-02-04,2,Q1,Saturday,KH00133,Nam,35-44,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Thể thao,1,436740,436740,0.0,0,436740,15000,False,451740,2,False,3,,150961
DH2023005544,2023-02-04,2,Q1,Saturday,KH03301,Nam,35-44,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Điện tử,1,2336730,2336730,0.0,0,2336730,0,True,2336730,2,False,5,,280407
DH2023000020,2023-02-04,2,Q1,Saturday,KH02336,Nam,35-44,Cần Thơ,Miền Nam,App,Trả góp,Nhà cửa & Bếp,1,804545,804545,0.0,0,804545,0,True,804545,2,False,5,,281590
DH2023005562,2023-02-04,2,Q1,Saturday,KH04409,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Thẻ ngân hàng,Điện tử,1,792091,792091,0.0,0,792091,0,True,792091,2,False,5,,95050
DH2023005035,2023-02-04,2,Q1,Saturday,KH02352,Nam,35-44,Hà Nội,Miền Bắc,Zalo Shop,Ví điện tử,Thời trang,1,219609,219609,0.0,0,219609,30000,False,249609,1,False,5,,62235
DH2023006637,2023-02-04,2,Q1,Saturday,KH00303,Nam,25-34,Hải Phòng,Miền Bắc,App,Ví điện tử,Nhà cửa & Bếp,1,652422,652422,0.0,0,652422,0,True,652422,1,False,4,,228347
DH2023007219,2023-02-04,2,Q1,Saturday,KH05189,Nam,35-44,Hà Nội,Miền Bắc,App,COD,Điện tử,2,2896586,5793172,0.0,0,5793172,0,True,5793172,2,False,5,,695180
DH2023002555,2023-02-04,2,Q1,Saturday,KH01438,Nam,25-34,Đà Nẵng,Miền Trung,App,Ví điện tử,Đồ chơi & Trẻ em,1,262530,262530,0.0,0,262530,25000,False,287530,2,False,3,,80012
DH2023001323,2023-02-04,2,Q1,Saturday,KH04130,Nữ,35-44,Nha Trang,Miền Trung,App,Thẻ ngân hàng,Làm đẹp & Sức khỏe,1,304139,304139,0.0,0,304139,25000,False,329139,3,False,4,,120986
DH2023003598,2023-02-04,2,Q1,Saturday,KH03587,Nam,35-44,Đà Nẵng,Miền Trung,App,COD,Thể thao,1,199748,199748,0.0,0,199748,35000,False,234748,4,False,5,,40904
DH2023006310,2023-02-04,2,Q1,Saturday,KH04431,Nam,35-44,Huế,Miền Trung,App,QR Code,Thời trang,2,178524,357048,0.0,0,357048,40000,False,397048,3,False,5,,109960
DH2023003265,2023-02-05,2,Q1,Sunday,KH04505,Nam,45-54,Hà Nội,Miền Bắc,App,Ví điện tử,Thực phẩm,1,115718,115718,0.0,0,115718,20000,False,135718,1,False,4,,8929
DH2023002142,2023-02-05,2,Q1,Sunday,KH02066,Nam,45-54,Hồ Chí Minh,Miền Nam,App,QR Code,Sách & Văn phòng,2,115065,230130,0.0,0,230130,20000,False,250130,2,False,5,,49039
DH2023007534,2023-02-05,2,Q1,Sunday,KH02722,Nữ,25-34,Hà Nội,Miền Bắc,Web,Ví điện tử,Thời trang,1,248413,248413,0.05,12420,235993,25000,False,260993,4,False,4,,74117
DH2023005304,2023-02-05,2,Q1,Sunday,KH02394,Nữ,35-44,Bình Dương,Miền Nam,App,Ví điện tử,Sách & Văn phòng,1,112537,112537,0.1,11253,101284,15000,False,116284,1,False,5,,15385
DH2023000917,2023-02-05,2,Q1,Sunday,KH00302,Nữ,35-44,Hồ Chí Minh,Miền Nam,Web,COD,Đồ chơi & Trẻ em,1,266328,266328,0.0,0,266328,25000,False,291328,2,False,5,,81531
DH2023002354,2023-02-05,2,Q1,Sunday,KH03628,Nữ,25-34,Hà Nội,Miền Bắc,App,Ví điện tử,Làm đẹp & Sức khỏe,1,249341,249341,0.0,0,249341,25000,False,274341,3,False,5,,94683
DH2023007664,2023-02-05,2,Q1,Sunday,KH01400,Nam,35-44,Hà Nội,Miền Bắc,Web,Thẻ ngân hàng,Đồ chơi & Trẻ em,1,164446,164446,0.0,0,164446,25000,False,189446,2,False,5,,40778
DH2023001103,2023-02-05,2,Q1,Sunday,KH03954,Nam,35-44,Biên Hòa,Miền Nam,App,Thẻ ngân hàng,Điện tử,1,4456175,4456175,0.0,0,4456175,0,True,4456175,3,False,5,,534741
DH2023007671,2023-02-05,2,Q1,Sunday,KH01166,Nam,18-24,Bình Dương,Miền Nam,App,COD,Làm đẹp & Sức khỏe,2,91991,183982,0.0,0,183982,20000,False,203982,2,False,5,,68311
DH2023007304,2023-02-05,2,Q1,Sunday,KH01718,Nam,25-34,Hà Nội,Miền Bắc,Zalo Shop,COD,Thời trang,1,319591,319591,0.0,0,319591,25000,False,344591,2,False,5,,109228
DH2023007841,2023-02-05,2,Q1,Sunday,KH03928,Nữ,45-54,Hồ Chí Minh,Miền Nam,App,Trả góp,Sách & Văn phòng,1,168497,168497,0.0,0,168497,20000,False,188497,2,False,5,,30549
DH2023007286,2023-02-05,2,Q1,Sunday,KH01463,Nữ,45-54,Đà Nẵng,Miền Trung,App,QR Code,Thực phẩm,2,196065,392130,0.0,0,392130,35000,False,427130,2,False,4,,63032
DH2023003712,2023-02-05,2,Q1,Sunday,KH00721,Nữ,18-24,Đà Nẵng,Miền Trung,App,Ví điện tử,Đồ chơi & Trẻ em,1,235054,235054,0.0,0,235054,35000,False,270054,3,False,5,,59021
DH2023005408,2023-02-05,2,Q1,Sunday,KH04387,Nam,25-34,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Làm đẹp & Sức khỏe,1,213742,213742,0.0,0,213742,30000,False,243742,1,False,5,,72596
DH2023000144,2023-02-05,2,Q1,Sunday,KH00238,Nam,35-44,Hà Nội,Miền Bắc,App,Ví điện tử,Nhà cửa & Bếp,1,524945,524945,0.0,0,524945,0,True,524945,2,False,5,,183730
DH2023000124,2023-02-05,2,Q1,Sunday,KH00786,Nam,35-44,Hồ Chí Minh,Miền Nam,Web,COD,Làm đẹp & Sức khỏe,2,221374,442748,0.0,0,442748,15000,False,457748,2,False,5,,197519
DH2023003515,2023-02-05,2,Q1,Sunday,KH03303,Nữ,25-34,Hà Nội,Miền Bắc,App,Ví điện tử,Thời trang,1,309153,309153,0.0,0,309153,25000,False,334153,4,True,1,,-77288
DH2023001060,2023-02-05,2,Q1,Sunday,KH01005,Nữ,35-44,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Điện tử,2,2161777,4323554,0.0,0,4323554,0,True,4323554,3,False,5,,518826
DH2023000532,2023-02-05,2,Q1,Sunday,KH01892,Nam,55+,Hà Nội,Miền Bắc,App,Ví điện tử,Thời trang,1,262416,262416,0.05,13120,249296,25000,False,274296,3,False,5,,79704
DH2023004682,2023-02-05,2,Q1,Sunday,KH00278,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,2,302317,604634,0.0,0,604634,0,True,604634,2,False,5,,290224
DH2023001306,2023-02-06,2,Q1,Monday,KH02631,Nam,45-54,Hải Phòng,Miền Bắc,Web,Ví điện tử,Thời trang,1,266891,266891,0.1,26689,240202,20000,False,260202,2,False,5,,80884
DH2023005314,2023-02-06,2,Q1,Monday,KH05036,Nữ,35-44,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Điện tử,1,3724179,3724179,0.0,0,3724179,0,True,3724179,1,False,5,,446901
DH2023003455,2023-02-06,2,Q1,Monday,KH01374,Nữ,25-34,Hà Nội,Miền Bắc,Web,COD,Đồ chơi & Trẻ em,1,235035,235035,0.0,0,235035,30000,False,265035,2,False,5,,64014
DH2023004318,2023-02-06,2,Q1,Monday,KH02260,Nữ,45-54,Hồ Chí Minh,Miền Nam,App,Trả góp,Làm đẹp & Sức khỏe,1,369197,369197,0.0,0,369197,15000,False,384197,2,False,4,,162214
DH2023007396,2023-02-06,2,Q1,Monday,KH03982,Nữ,18-24,Hà Nội,Miền Bắc,App,Ví điện tử,Điện tử,2,2966024,5932048,0.0,0,5932048,0,True,5932048,3,False,5,,711845
DH2023007700,2023-02-06,2,Q1,Monday,KH04260,Nam,25-34,Hồ Chí Minh,Miền Nam,App,Thẻ ngân hàng,Nhà cửa & Bếp,1,666684,666684,0.0,0,666684,0,True,666684,2,False,5,,233339
DH2023006150,2023-02-06,2,Q1,Monday,KH01384,Nữ,35-44,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,1,279215,279215,0.15,41882,237333,20000,False,257333,2,False,4,,93919
DH2023004511,2023-02-06,2,Q1,Monday,KH04143,Nam,25-34,Hà Nội,Miền Bắc,App,Thẻ ngân hàng,Làm đẹp & Sức khỏe,1,391504,391504,0.05,19575,371929,20000,False,391929,2,False,5,,158525
DH2023003892,2023-02-06,2,Q1,Monday,KH04862,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,1,182207,182207,0.0,0,182207,20000,False,202207,2,False,5,,67459
DH2023003168,2023-02-06,2,Q1,Monday,KH04991,Nam,25-34,Biên Hòa,Miền Nam,Web,QR Code,Thực phẩm,1,149284,149284,0.0,0,149284,20000,False,169284,2,False,5,,17321
DH2023000060,2023-02-06,2,Q1,Monday,KH04734,Nữ,35-44,Bình Dương,Miền Nam,App,Ví điện tử,Làm đẹp & Sức khỏe,1,211908,211908,0.0,0,211908,20000,False,231908,2,False,4,,81715
DH2023006356,2023-02-06,2,Q1,Monday,KH00873,Nữ,25-34,Hồ Chí Minh,Miền Nam,App,COD,Thời trang,1,551748,551748,0.0,0,551748,0,True,551748,2,False,5,,231734
DH2023003062,2023-02-06,2,Q1,Monday,KH03538,Nam,35-44,Hà Nội,Miền Bắc,App,Ví điện tử,Làm đẹp & Sức khỏe,2,233636,467272,0.1,46727,420545,20000,False,440545,3,False,4,,181861
DH2023001090,2023-02-06,2,Q1,Monday,KH03603,Nam,18-24,Bình Dương,Miền Nam,App,Ví điện tử,Thực phẩm,1,199427,199427,0.0,0,199427,15000,False,214427,2,False,5,,34856
DH2023002110,2023-02-06,2,Q1,Monday,KH03982,Nam,25-34,Hà Nội,Miền Bắc,App,COD,Làm đẹp & Sức khỏe,1,356680,356680,0.0,0,356680,25000,False,381680,1,False,4,,146206
